confCase,confCaseRate,createDt,criticalRate,death,deathRate,gubun,seq,updateDt
15278,15.56,2021-03-20 14:31:48.53,1.28,195,11.52,60-69,7575,null
7322,7.46,2021-03-20 14:31:48.529,6.41,469,27.70,70-79,7574,null
4624,4.71,2021-03-20 14:31:48.529,20.52,949,56.05,80 이상,7573,null
49497,50.4,2021-03-20 14:31:48.529,1.72,852,50.32,여성,7572,null
48712,49.6,2021-03-20 14:31:48.529,1.73,841,49.68,남성,7571,null
4065,4.16,2021-03-19 14:17:51.825,0,0,0.00,0-9,7537,null
6619,6.77,2021-03-19 14:17:51.825,0,0,0.00,10-19,7536,null
14659,15,2021-03-19 14:17:51.825,0.02,3,0.18,20-29,7535,null
13036,13.34,2021-03-19 14:17:51.825,0.05,7,0.41,30-39,7534,null
14133,14.46,2021-03-19 14:17:51.825,0.1,14,0.83,40-49,7533,null
18123,18.54,2021-03-19 14:17:51.824,0.3,55,3.25,50-59,7532,null
15200,15.55,2021-03-19 14:17:51.824,1.28,195,11.54,60-69,7531,null
7306,7.47,2021-03-19 14:17:51.824,6.42,469,27.75,70-79,7530,null
4616,4.72,2021-03-19 14:17:51.824,20.52,947,56.04,80 이상,7529,null
49286,50.42,2021-03-19 14:17:51.824,1.72,850,50.30,여성,7528,null
48471,49.58,2021-03-19 14:17:51.824,1.73,840,49.70,남성,7527,null
4039,4.15,2021-03-18 14:12:37.242,0,0,0.00,0-9,7515,null
6589,6.77,2021-03-18 14:12:37.242,0,0,0.00,10-19,7514,null
14613,15.02,2021-03-18 14:12:37.242,0.01,2,0.12,20-29,7513,null
12962,13.32,2021-03-18 14:12:37.242,0.05,7,0.41,30-39,7512,null
14058,14.45,2021-03-18 14:12:37.242,0.1,14,0.83,40-49,7511,2021-03-22 13:09:55.604
18035,18.54,2021-03-18 14:12:37.241,0.3,55,3.26,50-59,7510,null
15120,15.54,2021-03-18 14:12:37.241,1.29,195,11.55,60-69,7509,null
7278,7.48,2021-03-18 14:12:37.241,6.43,468,27.73,70-79,7508,null
4600,4.73,2021-03-18 14:12:37.241,20.59,947,56.10,80 이상,7507,null
49053,50.42,2021-03-18 14:12:37.241,1.73,850,50.36,여성,7506,null
48241,49.58,2021-03-18 14:12:37.241,1.74,838,49.64,남성,7505,null
4017,4.15,2021-03-17 14:15:57.012,0,0,0.00,0-9,7493,null
6564,6.78,2021-03-17 14:15:57.012,0,0,0.00,10-19,7492,null
14546,15.02,2021-03-17 14:15:57.012,0.01,2,0.12,20-29,7491,null
12887,13.31,2021-03-17 14:15:57.012,0.05,7,0.42,30-39,7490,null
13976,14.43,2021-03-17 14:15:57.012,0.1,14,0.83,40-49,7489,null
17957,18.54,2021-03-17 14:15:57.012,0.31,55,3.26,50-59,7488,null
15055,15.54,2021-03-17 14:15:57.011,1.3,195,11.57,60-69,7487,null
7260,7.5,2021-03-17 14:15:57.011,6.43,467,27.70,70-79,7486,null
4587,4.74,2021-03-17 14:15:57.011,20.62,946,56.11,80 이상,7485,null
